Geneid	R4C-rep1	R4C-rep2	R4C-rep3	R4S-rep1	R4S-rep2	R4S-rep3	ROP2-rep1	ROW2-rep1
gene:Solyc10g050223.1	0	0	0	0	0	0	0	0
gene:Solyc10g050220.2	322	426	416	220	150	156	159	205
gene:Solyc10g050210.3	56	59	96	41	68	72	0	0
gene:Solyc10g050200.1	20	18	16	8	27	29	0	0
gene:Solyc10g050190.3	0	0	0	0	0	0	0	0
gene:Solyc10g050180.1	0	0	0	6	0	4	1	1
gene:Solyc10g050170.3	1714	1697	2335	1710	1586	1760	3871	5087
gene:Solyc10g050160.2	1054	1100	1257	904	770	650	1217	7505
gene:Solyc10g050150.1	0	0	0	0	0	0	0	0
gene:Solyc10g050140.1	0	0	0	0	0	0	0	0
gene:Solyc10g050110.1	996	1023	786	1243	993	899	1815	1556
gene:Solyc10g050105.1	46	28	55	65	114	77	107	17
gene:Solyc10g050100.1	3	1	0	4	6	1	0	0
gene:Solyc10g150127.1	24	10	17	51	25	46	0	0
gene:Solyc10g050090.1	0	0	2	1	0	1	0	0
gene:Solyc10g050085.1	42	39	23	24	39	41	0	0
gene:Solyc10g050080.3	0	0	0	0	0	0	0	0
gene:Solyc10g050065.1	0	0	0	0	0	0	0	0
gene:Solyc10g050060.2	3659	3307	4631	1472	3544	3727	1387	1869
gene:Solyc10g050055.1	0	0	0	0	0	0	0	0
gene:Solyc10g050050.1	0	0	0	0	2	2	0	0
gene:Solyc10g050040.1	0	0	0	0	0	0	0	4
gene:Solyc10g050030.2	0	0	0	0	0	0	0	0
gene:Solyc10g049997.1	0	0	0	0	0	0	0	0
gene:Solyc10g049993.1	0	0	0	0	0	0	0	3
gene:Solyc10g049990.1	0	0	0	0	0	0	0	0
gene:Solyc10g049980.1	13	16	18	20	23	28	45	87
gene:Solyc10g049970.2	602	586	933	1067	960	927	1582	1435
gene:Solyc10g049945.1	0	0	0	0	0	0	0	0
gene:Solyc10g049940.1	0	0	0	0	0	0	1	0
gene:Solyc10g049930.1	0	0	0	0	0	0	0	0
gene:Solyc10g049917.1	282	264	376	300	208	185	346	479
gene:Solyc10g049913.1	2	0	2	0	0	2	11	12
gene:Solyc10g049910.2	0	0	0	0	0	0	0	0
gene:Solyc10g049900.1	0	0	0	0	0	0	0	0
gene:Solyc10g049890.3	2901	3718	4937	5235	2284	2014	1714	3365
gene:Solyc10g049870.1	30	43	45	38	24	24	31	34
gene:Solyc10g049850.3	3585	3873	4156	3504	3090	2833	4433	3880
gene:Solyc10g049840.1	0	0	0	0	0	0	0	0
gene:Solyc10g049830.1	0	0	0	0	0	0	0	0
gene:Solyc10g049815.1	48	45	75	58	47	48	49	85
gene:Solyc10g049810.1	1	0	0	0	0	0	0	0
gene:Solyc10g049800.2	210	204	235	179	213	225	159	338
gene:Solyc10g049790.1	183	121	178	107	120	113	164	157
gene:Solyc10g049780.1	4	4	0	0	2	0	0	0
gene:Solyc10g049777.1	0	0	0	0	0	0	0	4
gene:Solyc10g049775.1	0	0	0	0	0	0	0	0
gene:Solyc10g049773.1	0	0	0	0	0	0	0	0
gene:Solyc10g049770.1	0	0	0	0	0	0	0	0
gene:Solyc10g049755.1	0	0	0	0	0	0	0	0
gene:Solyc10g049750.3	285	470	500	600	458	375	355	2074
gene:Solyc10g049720.2	2	0	0	0	0	0	0	2
gene:Solyc10g049715.1	0	0	0	0	0	0	0	0
gene:Solyc10g049710.2	6441	6604	6838	6883	6993	6773	4486	4002
gene:Solyc10g049667.1	0	0	0	0	0	0	0	0
gene:Solyc10g049663.1	0	0	0	0	0	0	0	0
gene:Solyc10g049660.2	0	2	2	4	14	16	0	4
gene:Solyc10g049650.3	246	348	268	326	226	221	946	886
gene:Solyc10g049640.2	247	249	260	260	257	266	484	609
gene:Solyc10g049630.2	3586	3267	3488	397	1869	2203	1166	826
gene:Solyc10g049620.2	2080	2606	2693	3004	2174	2041	1874	1698
gene:Solyc10g049605.1	0	0	0	0	0	0	0	0
gene:Solyc10g049600.3	270	326	616	233	264	398	102	383
gene:Solyc10g049590.1	0	0	0	0	0	0	0	0
gene:Solyc10g049585.1	0	0	0	0	0	0	0	1
gene:Solyc10g049580.2	1074	1055	1167	652	544	435	48	8
gene:Solyc10g049570.3	224	317	216	229	209	213	200	451
gene:Solyc10g049560.3	42	35	14	27	31	2	120	69
gene:Solyc10g049550.3	0	0	0	0	0	0	0	0
gene:Solyc10g049540.1	0	8	0	0	4	4	0	0
gene:Solyc10g049530.3	0	0	0	0	4	0	2	2
gene:Solyc10g049520.1	0	0	0	0	0	0	0	0
gene:Solyc10g049515.1	0	0	0	0	1	0	2	0
gene:Solyc10g049510.3	0	0	2	0	0	0	0	6
gene:Solyc10g049500.1	0	0	0	0	0	0	0	0
gene:Solyc10g049478.1	0	0	0	0	0	0	0	0
gene:Solyc10g049476.1	0	0	0	0	0	0	0	0
gene:Solyc10g049474.1	0	0	0	0	0	0	0	1
gene:Solyc10g049472.1	0	0	0	0	0	0	0	1
gene:Solyc10g049470.1	0	0	0	0	0	0	0	0
gene:Solyc10g049450.2	0	0	0	0	0	0	0	0
gene:Solyc10g049440.1	0	0	0	0	0	0	0	0
gene:Solyc10g049430.1	0	0	0	0	0	0	0	0
gene:Solyc10g049425.1	0	0	4	4	0	0	0	0
gene:Solyc10g049420.2	199	188	474	394	247	223	9	0
gene:Solyc10g049415.1	0	0	0	0	0	0	0	0
gene:Solyc10g049410.1	0	0	0	0	0	0	0	1
gene:Solyc10g049380.1	0	0	0	0	0	0	0	0
gene:Solyc10g049370.2	0	0	0	0	0	0	0	0
gene:Solyc10g049365.1	0	0	0	0	0	0	0	0
gene:Solyc10g049360.2	1341	1351	1434	1197	1182	1280	1396	1819
gene:Solyc10g049350.1	0	0	0	0	0	0	0	0
gene:Solyc10g049340.1	0	0	0	0	0	0	0	0
gene:Solyc10g049335.1	0	0	0	0	0	0	0	0
gene:Solyc10g049330.3	0	0	0	0	0	0	0	0
gene:Solyc10g049305.1	0	0	0	0	0	0	0	0
gene:Solyc10g049300.3	0	0	0	0	0	0	6	2
gene:Solyc10g049287.1	0	0	0	0	0	0	0	0
gene:Solyc10g049283.1	0	0	0	0	0	0	0	0
gene:Solyc10g049280.2	8	10	17	24	15	6	2	0
gene:Solyc10g049270.2	394	506	328	676	142	72	170	179
gene:Solyc10g049265.1	0	0	0	0	0	0	0	0
gene:Solyc10g049260.2	4	0	0	0	0	0	0	0
gene:Solyc10g150126.1	0	0	0	0	0	0	0	0
gene:Solyc10g049250.3	0	0	0	0	0	0	0	0
gene:Solyc10g049230.1	0	0	0	0	0	0	0	0
gene:Solyc10g049217.1	1	0	0	0	0	0	0	0
gene:Solyc10g049213.1	0	0	0	0	0	0	0	0
gene:Solyc10g049210.3	872	1029	1131	1145	881	1005	1371	1856
gene:Solyc10g048195.1	0	0	0	0	0	0	1	0
gene:Solyc10g048190.1	525	747	262	408	506	402	350	520
gene:Solyc10g048180.1	30	12	34	14	16	52	6	0
gene:Solyc10g048150.3	0	0	0	0	0	0	0	0
gene:Solyc10g048140.2	0	0	0	2	2	0	0	2
gene:Solyc10g048130.3	0	0	0	0	0	0	0	0
gene:Solyc10g048120.3	0	0	0	0	0	0	0	0
gene:Solyc10g048110.1	0	0	0	0	0	0	0	0
gene:Solyc10g048100.3	0	0	0	0	0	0	0	0
gene:Solyc10g048090.1	0	0	0	0	0	0	0	0
gene:Solyc10g048080.3	0	0	0	0	0	0	0	0
gene:Solyc10g048070.2	0	0	0	0	0	0	0	0
gene:Solyc10g150125.1	0	0	0	0	0	0	0	0
gene:Solyc10g048060.2	0	0	0	0	0	0	2	0
gene:Solyc10g048050.1	0	0	0	0	0	0	0	0
gene:Solyc10g048040.1	0	0	0	0	0	0	0	0
gene:Solyc10g048030.2	2151	2303	2212	3590	1665	730	188	24
gene:Solyc10g048015.1	0	0	0	0	0	0	0	0
gene:Solyc10g048010.2	0	2	0	0	0	0	3	0
gene:Solyc10g048005.1	0	0	0	0	0	0	0	0
gene:Solyc10g048000.3	0	0	0	0	0	0	0	0
gene:Solyc10g047990.3	0	0	0	0	0	0	0	0
gene:Solyc10g047980.3	0	0	0	0	0	0	0	0
gene:Solyc10g047970.1	0	0	0	0	0	0	0	0
gene:Solyc10g047960.3	1139	1250	1288	1353	1240	1373	1397	2006
gene:Solyc10g047955.1	0	0	0	0	0	0	0	0
gene:Solyc10g047950.2	1655	1576	1575	1581	1656	1546	810	794
gene:Solyc10g047930.2	1414	1356	1643	1465	1552	1502	1989	1236
gene:Solyc10g047900.2	63	60	101	106	100	81	189	109
gene:Solyc10g047865.1	0	0	2	0	0	0	0	0
gene:Solyc10g047860.1	2	8	0	2	10	0	0	0
gene:Solyc10g047828.1	0	0	0	0	0	0	0	0
gene:Solyc10g150124.1	0	0	0	0	0	0	0	0
gene:Solyc10g047826.1	0	0	0	0	0	0	0	0
gene:Solyc10g047825.1	0	0	0	0	0	0	0	0
gene:Solyc10g047824.1	0	0	0	0	1	0	0	0
gene:Solyc10g150123.1	0	0	0	0	0	0	0	0
gene:Solyc10g047822.1	0	0	0	0	0	0	0	0
gene:Solyc10g047821.1	0	0	0	0	0	0	0	0
gene:Solyc10g047820.1	0	0	0	0	0	0	0	0
gene:Solyc10g047810.3	55	52	26	44	19	48	0	0
gene:Solyc10g047800.1	0	0	0	0	0	0	0	0
gene:Solyc10g047780.1	0	0	0	0	0	0	0	0
gene:Solyc10g047770.1	0	0	0	0	0	0	0	0
gene:Solyc10g047767.1	0	0	0	0	0	0	0	0
gene:Solyc10g047763.1	0	0	0	2	0	0	0	0
gene:Solyc10g047760.1	0	0	0	0	0	0	0	0
gene:Solyc10g047745.1	0	0	0	0	0	0	0	0
gene:Solyc10g047740.1	0	0	0	0	0	0	0	0
gene:Solyc10g047730.1	0	0	0	0	0	0	0	0
gene:Solyc10g047720.1	0	0	0	0	0	0	0	0
gene:Solyc10g047700.3	0	0	0	0	0	0	4	0
gene:Solyc10g150122.1	0	0	0	0	0	0	0	0
gene:Solyc10g047680.3	2	2	0	0	0	0	0	0
gene:Solyc10g047670.2	857	942	1342	1266	806	690	2711	2208
gene:Solyc10g047660.1	110	118	80	96	95	59	87	53
gene:Solyc10g047657.1	0	0	0	0	0	0	0	0
gene:Solyc10g047653.1	0	0	0	0	0	0	0	0
gene:Solyc10g047650.3	6157	6773	6661	6619	6281	6499	8446	6291
gene:Solyc10g047640.3	969	1079	1089	975	1056	1009	1592	1834
gene:Solyc10g047630.2	1957	1910	2590	2226	1521	1409	3012	2266
gene:Solyc10g047610.3	36	55	43	86	81	73	23	10
gene:Solyc10g047600.1	0	0	0	0	0	0	0	0
gene:Solyc10g047595.1	0	0	0	2	0	0	4	2
gene:Solyc10g047590.3	0	0	0	0	0	0	0	4
gene:Solyc10g047580.1	0	0	0	0	0	0	0	0
gene:Solyc10g047570.2	0	0	0	0	0	0	0	0
gene:Solyc10g047550.1	0	0	0	0	0	0	0	0
gene:Solyc10g047540.3	304	553	384	553	420	433	191	289
gene:Solyc10g047530.2	78	148	96	157	133	97	203	20
gene:Solyc10g047520.1	0	0	0	0	0	0	0	0
gene:Solyc10g047510.1	0	0	0	0	0	0	0	0
gene:Solyc10g047500.2	4	0	2	4	0	0	0	0
gene:Solyc10g047490.1	0	0	0	0	0	0	0	0
gene:Solyc10g047480.1	0	0	0	0	0	0	0	0
gene:Solyc10g047420.3	0	0	0	0	0	0	1	0
gene:Solyc10g047410.1	0	0	0	0	0	0	0	0
gene:Solyc10g047400.1	0	0	0	0	0	0	0	0
gene:Solyc10g047390.1	0	0	0	0	0	0	0	0
gene:Solyc10g047370.2	835	836	688	782	692	741	1534	1189
gene:Solyc10g047360.2	2480	2886	2508	3123	2558	2347	1975	1371
gene:Solyc10g047350.2	283	409	376	505	378	411	330	919
gene:Solyc10g047340.2	0	0	0	0	0	0	8	6
gene:Solyc10g047335.1	0	0	0	0	0	0	0	0
gene:Solyc10g047330.1	0	7	6	0	12	14	10	2
gene:Solyc10g047320.2	2002	2068	2039	2589	2787	2887	1618	2082
gene:Solyc10g047310.1	0	0	0	0	0	0	0	0
gene:Solyc10g047300.2	1506	1726	1214	1930	1374	1311	1274	2253
gene:Solyc10g047290.2	1221	1224	1257	1146	806	979	2178	1591
gene:Solyc10g047270.2	1516	2390	2214	2058	1468	1597	1436	1911
gene:Solyc10g047260.1	253	277	281	137	192	304	128	230
gene:Solyc10g047240.2	174	173	217	118	124	128	144	16
gene:Solyc10g047230.1	0	0	0	0	0	0	0	0
gene:Solyc10g047220.2	1691	2009	1689	1636	1423	1370	3261	3833
gene:Solyc10g047210.1	570	762	701	594	614	572	1018	800
gene:Solyc10g047200.1	408	351	381	305	289	301	279	557
gene:Solyc10g047180.1	0	0	0	0	0	0	0	0
gene:Solyc10g047175.1	0	0	0	0	0	0	0	0
gene:Solyc10g047170.2	0	0	2	2	0	0	0	0
gene:Solyc10g047160.1	0	0	0	0	0	0	0	0
gene:Solyc10g047150.3	11	11	8	2	16	23	0	0
gene:Solyc10g047140.2	1640	1641	1896	1453	1267	1519	2078	2647
gene:Solyc10g047130.2	3613	4056	3889	2403	2360	2179	3009	3828
gene:Solyc10g047120.2	2105	2432	1889	1768	1870	1808	2240	3183
gene:Solyc10g047110.2	11	15	26	12	4	14	0	0
gene:Solyc10g047100.1	0	0	0	0	0	0	0	0
gene:Solyc10g047090.2	0	0	0	0	0	0	0	0
gene:Solyc10g150121.1	0	0	0	0	0	0	0	0
gene:Solyc10g150120.1	0	0	0	0	0	0	0	6
gene:Solyc10g047080.1	0	0	0	0	0	0	0	0
gene:Solyc10g047060.2	20	30	26	39	20	36	0	0
gene:Solyc10g047050.2	2469	2624	2315	2467	2286	2465	1767	2780
gene:Solyc10g047040.3	127	252	884	1390	103	115	75	154
gene:Solyc10g047030.3	330	542	240	378	360	319	825	13477
gene:Solyc10g047000.2	2524	3001	3033	3931	2994	2763	4876	6878
gene:Solyc10g046990.2	0	0	0	0	0	0	38	28
gene:Solyc10g046970.2	2273	2330	2585	2245	2123	2181	4559	3658
gene:Solyc10g046935.1	0	0	0	0	0	0	0	0
gene:Solyc10g046930.3	6858	7198	5690	6684	7063	7271	9942	14811
gene:Solyc10g046920.1	657	954	613	931	548	365	489	83
gene:Solyc10g046880.1	34	53	39	14	26	17	93	78
gene:Solyc10g046870.1	0	0	0	0	0	0	0	0
gene:Solyc10g046860.1	0	0	0	0	2	0	0	0
gene:Solyc10g046840.1	0	0	0	0	0	0	0	0
gene:Solyc10g046830.2	0	0	0	0	0	0	0	0
gene:Solyc10g046820.3	0	0	0	0	0	0	0	0
gene:Solyc10g046810.1	0	0	0	0	0	0	0	0
gene:Solyc10g046807.1	0	0	0	0	0	0	0	0
gene:Solyc10g046803.1	0	0	0	0	0	0	0	0
gene:Solyc10g046800.3	0	0	0	0	0	0	0	0
gene:Solyc10g046790.1	0	0	0	0	0	0	0	0
gene:Solyc10g046775.1	0	0	0	0	0	0	0	0
gene:Solyc10g046770.3	129	174	151	189	155	203	271	382
gene:Solyc10g045777.1	0	0	0	0	0	0	0	0
gene:Solyc10g045773.1	3	0	2	5	0	5	0	15
gene:Solyc10g045770.3	0	0	0	0	0	0	0	0
gene:Solyc10g045765.1	0	0	0	0	0	0	0	0
gene:Solyc10g045760.3	0	0	0	0	0	0	0	0
gene:Solyc10g045750.1	0	0	0	0	0	0	0	0
gene:Solyc10g045740.2	0	0	0	0	0	0	0	0
gene:Solyc10g045730.1	0	0	0	0	0	0	0	0
gene:Solyc10g045727.1	0	0	0	0	0	0	0	0
gene:Solyc10g045723.1	0	0	0	0	0	0	0	0
gene:Solyc10g045720.1	0	0	0	0	0	0	0	0
gene:Solyc10g045690.1	0	0	0	0	0	0	0	0
gene:Solyc10g045650.3	0	0	0	2	4	0	0	2
gene:Solyc10g045640.2	823	996	836	867	752	806	1589	1052
gene:Solyc10g045630.2	1279	1442	1375	1179	1104	1057	1035	1410
gene:Solyc10g045610.1	0	0	0	0	0	0	4	2
gene:Solyc10g045600.2	1631	1820	2221	1652	1562	1430	1976	1909
gene:Solyc10g045590.1	0	0	0	0	0	0	0	1
gene:Solyc10g045580.1	8	6	4	2	5	12	6	0
gene:Solyc10g150119.1	0	0	0	0	0	0	0	0
gene:Solyc10g045550.2	1524	1477	1309	1304	1152	968	772	774
gene:Solyc10g045540.2	1928	1808	1883	1735	1607	1754	2063	2456
gene:Solyc10g045525.1	0	0	0	0	0	0	0	0
gene:Solyc10g045520.2	0	0	2	0	0	0	0	0
gene:Solyc10g045510.1	0	0	0	0	0	0	0	0
gene:Solyc10g045500.3	0	0	0	0	0	0	0	2
gene:Solyc10g045490.2	468	487	596	377	332	423	231	381
gene:Solyc10g045480.1	0	0	0	0	0	0	0	0
gene:Solyc10g150118.1	0	0	0	0	0	0	0	4
gene:Solyc10g045453.1	0	0	0	0	0	0	0	0
gene:Solyc10g045450.1	0	0	0	0	0	0	0	0
gene:Solyc10g045440.1	0	0	0	0	0	0	0	0
gene:Solyc10g045437.1	0	0	0	0	0	0	0	0
gene:Solyc10g045435.1	65	36	64	14	42	43	46	29
gene:Solyc10g150117.1	186	210	246	114	143	165	113	166
gene:Solyc10g045430.2	841	940	926	720	741	643	1014	1007
gene:Solyc10g045420.3	2183	2159	2528	600	1086	1130	1803	1544
gene:Solyc10g150116.1	2	1	0	10	0	0	0	0
gene:Solyc10g045390.2	2136	2039	1964	2143	2147	2280	2567	4201
gene:Solyc10g045385.1	221	246	168	160	260	306	104	110
gene:Solyc10g045380.2	1574	1487	1525	2347	2368	2526	3824	3911
gene:Solyc10g045370.1	0	0	0	0	0	0	0	0
gene:Solyc10g045350.2	868	855	775	810	628	577	840	668
gene:Solyc10g045320.2	716	771	602	627	744	660	582	540
gene:Solyc10g045310.2	809	924	889	1190	1461	1545	1015	1494
gene:Solyc10g045290.2	1207	1448	1134	1456	1513	1415	732	1568
gene:Solyc10g045270.2	538	596	669	682	595	714	772	783
gene:Solyc10g045240.2	34	53	40	78	60	56	336	24
gene:Solyc10g045237.1	0	0	0	0	0	0	0	0
gene:Solyc10g045233.1	0	0	0	0	0	0	0	0
gene:Solyc10g045230.1	0	0	0	0	0	1	0	0
gene:Solyc10g045220.1	0	0	0	0	0	0	0	0
gene:Solyc10g045190.3	877	938	1151	1187	1033	871	2578	1942
gene:Solyc10g045180.1	438	549	717	680	492	474	742	518
gene:Solyc10g045170.1	71	113	96	117	93	108	58	121
gene:Solyc10g045157.1	0	0	0	0	0	0	0	0
gene:Solyc10g045155.1	0	0	0	0	0	0	0	6
gene:Solyc10g150115.1	0	0	0	0	0	0	0	0
gene:Solyc10g045150.1	0	0	0	0	0	0	0	0
gene:Solyc10g045140.1	0	0	0	0	0	0	0	0
gene:Solyc10g045110.1	0	0	0	0	0	0	0	0
gene:Solyc10g150114.1	0	0	0	0	0	0	0	4
gene:Solyc10g045103.1	0	0	0	0	0	0	0	0
gene:Solyc10g045100.2	36	14	18	0	4	2	0	2
gene:Solyc10g045090.3	0	0	0	0	0	0	0	0
gene:Solyc10g045080.2	0	0	0	0	4	0	0	1
gene:Solyc10g045050.1	0	0	0	4	0	0	0	0
gene:Solyc10g045040.1	0	0	11	2	0	0	0	0
gene:Solyc10g045030.1	0	0	0	0	0	0	0	0
gene:Solyc10g045020.1	0	0	0	0	0	0	0	0
gene:Solyc10g044988.1	0	0	0	0	0	0	0	0
gene:Solyc10g044986.1	0	0	0	0	0	0	0	0
gene:Solyc10g044984.1	0	0	0	0	0	0	0	0
gene:Solyc10g044982.1	0	0	0	0	0	0	0	0
gene:Solyc10g044980.3	0	0	0	0	0	0	0	0
gene:Solyc10g044970.1	0	0	2	0	0	0	0	0
gene:Solyc10g044965.1	0	0	0	0	0	0	0	0
gene:Solyc10g044960.3	2567	2929	2992	2901	2038	2222	3521	4008
gene:Solyc10g044950.1	0	0	0	0	0	0	0	0
gene:Solyc10g044940.1	0	0	0	0	0	0	0	0
gene:Solyc10g044920.2	0	0	0	0	0	0	38	64
gene:Solyc10g044910.2	1199	1202	1462	1263	910	938	1807	1822
gene:Solyc10g044900.3	2911	3101	3316	3177	2609	2623	3152	4456
gene:Solyc10g044880.1	68	102	80	141	77	28	20	2
gene:Solyc10g044860.1	0	0	0	0	0	0	0	0
gene:Solyc10g044840.2	1113	1092	1439	1116	968	979	531	877
gene:Solyc10g044830.1	0	0	0	0	0	0	0	0
gene:Solyc10g044820.1	0	0	0	0	0	0	0	0
gene:Solyc10g044780.2	1034	1183	1238	1652	1282	1357	1192	1377
gene:Solyc10g044750.3	40	31	34	36	26	33	8	12
gene:Solyc10g044740.2	1578	1591	1873	1533	1112	1086	1614	1847
gene:Solyc10g044730.2	0	2	0	0	0	0	0	0
gene:Solyc10g044720.3	224	266	311	244	138	200	321	259
gene:Solyc10g044710.2	454	415	497	548	470	491	322	505
gene:Solyc10g044700.2	0	10	0	0	0	0	6	0
gene:Solyc10g044690.3	0	0	0	0	0	0	0	193
gene:Solyc10g044687.1	0	0	0	0	0	0	0	0
gene:Solyc10g044683.1	0	0	0	0	0	0	0	1
gene:Solyc10g044680.2	2	2	4	0	0	0	0	0
gene:Solyc10g044670.3	4838	5488	5785	5239	4728	5395	3981	7920
gene:Solyc10g044640.3	568	743	651	553	510	533	906	857
gene:Solyc10g044620.2	0	0	0	0	0	0	0	0
gene:Solyc10g044585.1	0	0	0	0	0	0	0	0
gene:Solyc10g044580.1	0	0	0	0	0	0	0	0
gene:Solyc10g044565.1	0	0	0	0	0	0	0	0
gene:Solyc10g044560.1	0	0	0	0	0	0	0	0
gene:Solyc10g044550.1	0	0	0	0	0	0	0	0
gene:Solyc10g044535.1	0	0	0	0	0	0	0	0
gene:Solyc10g044530.1	28	26	25	24	19	11	55	45
gene:Solyc10g044525.1	0	0	0	0	0	0	0	0
gene:Solyc10g044520.3	21902	19484	15873	27662	22314	17694	6352	1793
gene:Solyc10g044510.2	406	618	588	578	298	309	805	696
gene:Solyc10g044480.2	3527	3671	3751	3350	3144	3394	3822	5045
gene:Solyc10g044470.3	7978	7581	9316	3686	4011	3871	3915	3622
gene:Solyc10g044450.3	1877	2049	2128	2023	1578	1571	2969	3131
gene:Solyc10g044447.1	0	0	0	0	0	0	0	0
gene:Solyc10g044443.1	0	2	0	12	0	0	0	0
gene:Solyc10g044440.2	0	0	0	0	0	0	0	0
gene:Solyc10g062340.2	6090	6766	6644	4872	4924	5083	5765	7736
gene:Solyc10g062235.1	0	0	0	0	0	0	0	0
gene:Solyc10g062230.1	0	0	0	0	0	0	0	0
gene:Solyc10g062220.2	228	301	298	276	270	223	209	288
gene:Solyc10g062210.1	0	2	0	2	2	1	0	2
gene:Solyc10g062200.2	234	275	296	270	284	177	311	312
gene:Solyc10g062180.2	3377	3621	3658	2253	2516	2337	2856	4746
gene:Solyc10g062160.3	133	154	225	152	136	99	199	415
gene:Solyc10g062130.1	33	8	46	37	7	12	11	26
gene:Solyc10g062120.1	0	0	0	0	0	0	0	0
gene:Solyc10g062110.2	0	0	0	0	0	0	0	0
gene:Solyc10g062100.1	0	0	0	0	0	0	0	0
gene:Solyc10g062090.1	0	0	0	0	0	0	0	0
gene:Solyc10g062085.2	0	0	0	0	0	0	0	0
gene:Solyc10g062080.1	0	0	0	0	0	0	0	0
gene:Solyc10g062070.1	0	0	0	0	0	0	0	0
gene:Solyc10g062060.1	0	0	0	0	0	0	0	0
gene:Solyc10g062050.1	0	0	0	0	0	0	0	0
gene:Solyc10g062040.3	0	0	0	0	0	0	0	0
gene:Solyc10g062020.2	0	0	0	0	0	0	0	0
gene:Solyc10g062010.1	0	0	0	0	0	0	0	0
gene:Solyc10g062000.1	0	0	0	0	0	0	0	0
gene:Solyc10g061990.3	0	0	0	0	0	0	0	0
gene:Solyc10g061980.1	0	0	0	0	0	0	0	0
gene:Solyc10g061970.2	168	196	220	169	123	175	109	218
gene:Solyc10g061960.2	1128	1315	1287	1063	1037	1041	1755	1992
gene:Solyc10g061955.1	196	229	225	267	252	145	320	340
gene:Solyc10g061950.3	112	125	105	107	102	96	164	146
gene:Solyc10g061940.3	457	489	456	464	409	474	565	504
gene:Solyc10g061930.1	482	495	489	481	453	454	544	599
gene:Solyc10g061890.1	0	0	0	0	0	0	0	0
gene:Solyc10g061887.1	0	0	0	0	0	0	0	0
gene:Solyc10g061885.1	0	0	0	0	0	0	0	0
gene:Solyc10g061883.1	0	0	0	0	0	0	0	0
gene:Solyc10g061880.1	0	0	0	0	0	0	0	0
gene:Solyc10g061870.1	0	0	0	0	0	0	0	0
gene:Solyc10g061860.1	0	0	0	0	0	0	0	0
gene:Solyc10g061845.1	0	0	0	0	0	0	0	0
gene:Solyc10g061840.3	0	0	0	0	0	0	0	22
gene:Solyc10g039430.3	1327	1423	1543	1560	1222	1355	3019	17489
gene:Solyc10g039390.1	0	0	0	0	0	0	4	0
gene:Solyc10g039387.1	0	0	0	0	0	0	0	0
gene:Solyc10g039383.1	50	91	58	56	53	61	333	293
gene:Solyc10g039380.2	795	910	832	904	803	715	1040	1015
gene:Solyc10g150113.1	28	26	41	26	20	26	16	0
gene:Solyc10g150112.1	0	0	0	0	5	0	0	0
gene:Solyc10g039360.2	2178	2228	2660	2285	1691	1901	3155	4307
gene:Solyc10g039350.1	0	0	0	0	0	0	0	0
gene:Solyc10g039297.1	24	32	74	51	34	34	8	33
gene:Solyc10g039293.1	0	0	0	0	0	0	0	0
gene:Solyc10g039290.2	2137	1714	1665	1377	1132	1204	84	6
gene:Solyc10g039280.2	2038	2142	1716	1560	1457	1408	1650	1412
gene:Solyc10g039270.2	754	892	838	1207	1000	1033	493	303
gene:Solyc10g039250.2	0	0	0	0	0	0	0	0
gene:Solyc10g039235.1	0	0	0	0	0	0	0	0
gene:Solyc10g039230.1	12	16	7	5	6	10	11	6
gene:Solyc10g039220.1	0	0	0	0	0	0	2	0
gene:Solyc10g039215.1	0	0	0	0	0	0	0	0
gene:Solyc10g039210.4	20	18	12	42	76	44	0	0
gene:Solyc10g039197.2	0	0	0	0	0	0	0	0
gene:Solyc10g039196.1	0	0	0	0	0	0	0	0
gene:Solyc10g150111.1	0	0	0	0	0	0	0	0
gene:Solyc10g039193.1	0	3	0	0	0	2	0	0
gene:Solyc10g039190.2	4592	5148	3922	4216	4075	4227	3532	7581
gene:Solyc10g038190.2	1850	2115	1879	1715	1732	1634	1324	2186
gene:Solyc10g038187.1	0	0	0	0	0	0	0	0
gene:Solyc10g038185.1	0	0	0	0	0	0	0	0
gene:Solyc10g038183.1	0	0	0	0	0	0	0	0
gene:Solyc10g038180.3	0	0	0	0	0	0	0	0
gene:Solyc10g038175.1	0	0	0	0	0	0	0	0
gene:Solyc10g038170.1	2	0	6	4	0	0	6	0
gene:Solyc10g038150.2	0	0	0	0	0	0	0	0
gene:Solyc10g038140.1	0	0	0	0	0	0	0	0
gene:Solyc10g038130.3	2246	2474	1941	2971	2601	2559	3765	5068
gene:Solyc10g038120.3	1137	1207	1360	1587	1042	1145	1650	1557
gene:Solyc10g038110.1	362	428	496	619	476	503	496	570
gene:Solyc10g038100.1	0	0	0	0	0	0	0	0
gene:Solyc10g038090.1	0	0	0	0	0	0	0	0
gene:Solyc10g038080.3	659	592	468	1069	1018	1235	166	362
gene:Solyc10g038060.2	112	130	107	107	77	67	112	230
gene:Solyc10g038045.1	0	0	0	0	0	0	0	0
gene:Solyc10g038040.1	0	1	0	0	0	0	0	0
gene:Solyc10g038030.3	0	0	0	0	0	0	0	0
gene:Solyc10g038020.2	0	0	0	0	0	0	0	0
gene:Solyc10g038000.3	635	703	798	815	779	834	1956	2162
gene:Solyc10g037990.1	2	0	11	0	0	0	3	5
gene:Solyc10g037980.2	1639	1785	1633	1610	1491	1549	1955	1850
